id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres,production_companies,cast,director,producers,keywords,overview,roi,profit
2196,Death at a Funeral,2007-02-09,9000000,46,90.0,6.9,497,20.410354,en,"['Comedy', 'Drama']","['Sidney Kimmel Entertainment', 'Parabolic Pictures', 'Stable Way Entertainment']","['Matthew Macfadyen', 'Keeley Hawes', 'Andy Nyman', 'Ewen Bremner', 'Daisy Donovan']",Frank Oz,"['Diana Phillips', 'Laurence Malkin']","['brother brother relationship', 'farewell', 'father son relationship', 'age difference', 'parents kids relationship', 'secret', 'sadness', 'coffin', 'funeral', 'gathering']",Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,-0.9999948888888889,-8999954
1499,Teenage Mutant Ninja Turtles III,1993-03-17,21000000,42000000,96.0,5.1,184,10.207065,en,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['New Line Cinema', 'Golden Harvest Pictures', 'Clearwater Holdings Limited']","['Paige Turco', 'Stuart Wilson', 'Sab Shimono', 'Vivian Wu', 'Mark Caso']",Stuart Gillard,"['David Chan', 'Kim Dawson']","['japan', 'time travel', 'ninja']","The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",1.0,21000000
20857,Hardball,2001-09-14,32000000,40222729,106.0,6.3,123,5.683281,en,"['Comedy', 'Romance']","['Paramount Pictures', 'GHS Productions KG', 'Munich Film Partners & Company (MFP) GHS Productions']","['Keanu Reeves', 'Diane Lane', 'Michael B. Jordan', 'D. B. Sweeney', 'John Hawkes']",Brian Robbins,[],['gay'],"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",0.25696028125,8222729
82693,Silver Linings Playbook,2012-09-08,21000000,205738714,122.0,6.9,4742,63.599973,en,"['Drama', 'Comedy', 'Romance']",['The Weinstein Company'],"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver', 'Chris Tucker']",David O. Russell,"['Bruce Cohen', 'Jonathan Gordon']","['dancing', 'philadelphia', 'running', 'based on novel', 'depression', 'letter', 'friendship', 'neighbor', 'mental illness', 'ex-wife']","After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",8.797081619047619,184738714
1646,Freedom Writers,2007-01-05,21000000,41170784,123.0,7.5,356,17.746981,en,"['Crime', 'Drama']","['Double Feature Films', 'Jersey Films', 'Kernos Filmproduktionsgesellschaft & Company']","['Hilary Swank', 'Scott Glenn', 'Imelda Staunton', 'Patrick Dempsey', 'Mario']",Richard LaGravenese,"['Danny DeVito', 'Michael Shamberg']","['black people', 'based on novel', 'holocaust', 'ghetto', 'diary', 'principal witness ', 'biography', 'daughter', 'high school', 'racial segregation']","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",0.9605135238095238,20170784
44944,For Colored Girls,2010-11-05,0,37000000,134.0,7.0,22,1.934524,en,['Drama'],['Lions Gate Films'],"['Kimberly Elise', 'Janet Jackson', 'Loretta Devine', 'Thandie Newton', 'Anika Noni Rose']",Tyler Perry,['Paul Hall'],"['female nudity', 'poem', 'rape', 'love', 'domestic violence', 'womanhood']","About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",,37000000
4108,The Transporter,2002-10-02,21000000,43928932,92.0,6.6,1692,34.433521,en,"['Action', 'Crime', 'Thriller']","['TF1 Films Productions', 'Current Entertainment', 'Canal+']","['Jason Statham', 'Shu Qi', 'François Berléand', 'Matt Schulze', 'Ric Young']",Louis Leterrier,"['Luc Besson', 'Steve Chasman']","['car journey', 'transportation', 'auto', 'human trafficking']","Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",1.0918539047619047,22928932
8456,Never Back Down,2008-03-04,20000000,41627431,115.0,6.4,497,26.21425,en,"['Drama', 'Action']","['Summit Entertainment', 'Mandalay Pictures', 'Baumgarten Management and Productions (BMP)']","['Sean Faris', 'Amber Heard', 'Cam Gigandet', 'Djimon Hounsou', 'Evan Peters']",Jeff Wadlow,"['Craig Baumgarten', 'David Zelon']","['rebel', 'martial arts', 'underground', 'fight', 'training', 'champion', 'sport', 'high school', 'party', 'revenge']","Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",1.08137155,21627431
7341,The Rage: Carrie 2,1999-03-11,21000000,17762705,104.0,5.1,76,4.781538,en,"['Horror', 'Thriller', 'Science Fiction']","['United Artists', 'Red Bank Films']","['Emily Bergl', 'Jason London', 'Amy Irving', 'J. Smith-Cameron', 'Dylan Bruno']",Katt Shea,['Paul Monash'],"['suicide', 'male nudity', 'female nudity', 'fire', 'nudity', 'asylum', 'telekinesis', 'high school', 'swimming pool', 'party']","After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",-0.15415690476190477,-3237295
19255,Away We Go,2009-06-05,17000000,14899417,98.0,6.7,189,10.13559,en,"['Drama', 'Comedy', 'Romance']","['Neal Street Productions', 'Focus Features', 'Big Beach Films']","['John Krasinski', 'Maya Rudolph', 'Carmen Ejogo', ""Catherine O'Hara"", 'Jeff Daniels']",Sam Mendes,"['Edward Saxon', 'Peter Saraf']","['interracial relationship', 'dead father', 'reference to bob dylan', 'biracial', 'bedtime story', 'unmarried couple', 'medical illustrator', 'disguised voice', 'reference to huckleberry finn', 'student protest']","Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt’s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.",-0.12356370588235294,-2100583
10187,Swing Vote,2008-08-01,21000000,17600000,120.0,5.8,65,5.815881,en,"['Drama', 'Comedy']",['Touchstone Pictures'],"['Kevin Costner', 'Madeline Carroll', 'Paula Patton', 'Kelsey Grammer', 'Dennis Hopper']",Joshua Michael Stern,"['Kevin Costner', 'Jim Wilson']","['usa president', 'presidential election', 'fox news']","In a remarkable turn of events, the result of the presidential election comes down to one man's vote.",-0.1619047619047619,-3400000
31005,Moonlight Mile,2002-09-09,21000000,10011050,117.0,6.5,52,8.982335,en,"['Romance', 'Drama']","['Punch Productions', 'Touchstone Pictures', 'Hyde Park Entertainment']","['Jake Gyllenhaal', 'Dustin Hoffman', 'Susan Sarandon', 'Aleksia Landeau', 'Ellen Pompeo']",Brad Silberling,"['Mark Johnson', 'Brad Silberling']",[],"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",-0.5232833333333333,-10988950
49517,Tinker Tailor Soldier Spy,2011-09-16,30000000,0,127.0,6.6,840,33.649652,en,"['Drama', 'Thriller', 'Mystery']","['StudioCanal', 'Kinowelt Filmproduktion', 'Canal+']","['John Hurt', 'Gary Oldman', 'Kathy Burke', 'Benedict Cumberbatch', 'Colin Firth']",Tomas Alfredson,"['Tim Bevan', 'Eric Fellner']","['spy', 'cold war', 'spying', 'espionage', 'mole', 'british spy']","Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",-1.0,-30000000
44857,Molly,1999-10-22,0,0,102.0,5.5,14,2.636193,en,"['Drama', 'Comedy', 'Romance']","['Metro-Goldwyn-Mayer (MGM)', 'Absolute Entertainment (II)', 'Cockamamie']","['Elisabeth Shue', 'Aaron Eckhart', 'Jill Hennessy', 'Thomas Jane', 'D.W. Moffett']",John Duigan,['William J. MacDonald'],[],"Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due budget cuts, Molly is left in the charge of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck allows her to undergo an experimental medical treatment, with unexpectedly drastic results.",,0
50780,The Beaver,2011-02-11,21000000,970816,91.0,6.3,276,13.847872,en,['Drama'],"['Summit Entertainment', 'Participant Media', 'Imagenation Abu Dhabi FZ']","['Jodie Foster', 'Mel Gibson', 'Jennifer Lawrence', 'Anton Yelchin', 'Zachary Booth']",Jodie Foster,"['Steve Golin', 'Ann Ruark']","['puppet', 'woman director']","Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",-0.9537706666666667,-20029184
16363,The Best Little Whorehouse in Texas,1982-07-23,35000000,69701637,114.0,5.9,41,4.189378,en,['Comedy'],"['Universal Pictures', 'RKO']","['Burt Reynolds', 'Dolly Parton', 'Dom DeLuise', 'Charles Durning', 'Jim Nabors']",Colin Higgins,"['Edward K. Milkis', 'Thomas L. Miller']","['brothel', 'corset', 'crusader', 'musical', 'governor', 'tv reporter', 'madame', 'busty', 'cat house', 'based on stage musical']","The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch.""",0.9914753428571429,34701637
1946,eXistenZ,1999-04-14,15000000,2856712,97.0,6.7,475,21.928025,en,"['Action', 'Thriller', 'Science Fiction', 'Horror']","['Alliance Atlantis Communications', 'Natural Nylon Entertainment', 'Serendipity Point Films']","['Jennifer Jason Leigh', 'Jude Law', 'Ian Holm', 'Willem Dafoe', 'Don McKellar']",David Cronenberg,"['David Cronenberg', 'András Hámori']","['video game', 'hacker', 'bodyguard', 'pop star', 'virtual reality', 'dystopia', 'virtual fight']",A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,-0.8095525333333333,-12143288
85,Raiders of the Lost Ark,1981-06-12,18000000,389925971,115.0,7.7,3854,68.159596,en,"['Adventure', 'Action']","['Lucasfilm', 'Paramount Pictures']","['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'Ronald Lacey', 'John Rhys-Davies']",Steven Spielberg,['Frank Marshall'],"['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion']","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",20.662553944444443,371925971
772,Home Alone 2: Lost in New York,1992-11-19,18000000,358991681,120.0,6.3,2395,81.487685,en,"['Comedy', 'Family', 'Adventure', 'Crime']","['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']","['Macaulay Culkin', 'Joe Pesci', ""Catherine O'Hara"", 'Daniel Stern', 'John Heard']",Chris Columbus,['John Hughes'],"['holiday', 'new york', 'new york city', 'christmas']","Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",18.943982277777778,340991681
840,Close Encounters of the Third Kind,1977-11-16,20000000,303788635,135.0,7.2,1098,52.456505,en,"['Science Fiction', 'Drama']","['Columbia Pictures Corporation', 'EMI Films', 'Julia Phillips and Michael Phillips Productions']","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon', 'Bob Balaban']",Steven Spielberg,"['Clark L. Paylow', 'Julia Phillips']","['indiana', 'obsession', 'extraterrestrial technology', 'evacuation', 'blackout', 'flying saucer', 'secret base', 'light', 'contact', 'beguilement']","After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",14.18943175,283788635
9682,Pulse,2006-08-11,38000000,29907685,90.0,5.0,150,9.662715,en,"['Horror', 'Thriller']",['Dimension Films'],"['Kristen Bell', 'Ian Somerhalder', 'Christina Milian', 'Rick Gonzalez', 'Jonathan Tucker']",Jim Sonzero,[],"['suicide', 'hacker', 'death of a friend', 'website', 'remake']","When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",-0.21295565789473683,-8092315
96,Beverly Hills Cop II,1987-05-18,20000000,299965036,100.0,6.1,613,25.28436,en,"['Action', 'Comedy', 'Crime']","['Paramount Pictures', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']","['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Ronny Cox', 'Paul Reiser']",Tony Scott,"['Jerry Bruckheimer', 'Don Simpson']","['smuggling of arms', 'detective', 'intensive care', 'undercover', 'strip club', 'armored car', 'investigation', 'police', 'swimming pool', 'sequel']","Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.",13.9982518,279965036
10678,Bringing Down the House,2003-03-07,20000000,132675402,105.0,5.4,183,8.351385,en,['Comedy'],"['Hyde Park Films', 'Touchstone Pictures']","['Steve Martin', 'Queen Latifah', 'Eugene Levy', 'Joan Plowright', 'Jean Smart']",Adam Shankman,"['Ashok Amritraj', 'David Hoberman']","['prison', 'ex-boyfriend', 'support', 'escape', 'lawyer']","Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.",5.6337701,112675402
274,The Silence of the Lambs,1991-02-01,19000000,272742922,119.0,8.1,4443,18.174804,en,"['Crime', 'Drama', 'Thriller']","['Orion Pictures', 'Strong Heart/Demme Production']","['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald']",Jonathan Demme,"['Ronald M. Bozman', 'Edward Saxon']","['based on novel', 'psychopath', 'horror', 'suspense', 'serial killer', 'psychological thriller', 'cannibal', 'fbi agent', 'animal in cast credits', 'cannibalism']","FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",13.354890631578947,253742922
8872,Wayne's World,1992-02-14,20000000,121697323,94.0,6.5,728,21.815122,en,"['Music', 'Comedy']",['Paramount Pictures'],"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere', 'Lara Flynn Boyle']",Penelope Spheeris,['Lorne Michaels'],"['tv show', 'heavy metal', 'television producer', 'woman director']","When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",5.08486615,101697323
16290,Jackass 3D,2010-10-15,20000000,117224271,94.0,6.4,428,20.99174,en,"['Comedy', 'Documentary', 'Action']",['MTV Films'],"['Johnny Knoxville', 'Bam Margera', 'Ryan Dunn', 'Steve-O', 'Chris Pontius']",Jeff Tremaine,"['Spike Jonze', 'Johnny Knoxville']","['pain', 'stunts', 'stuntman', 'stupidity', 'comedy', 'duringcreditsstinger', '3d']","Jackass 3D is a 3-D film and the third movie of the Jackass series. It follows the same premise as the first two movies, as well as the TV series. It is a compilation of various pranks, stunts and skits. Before the movie begins, a brief introduction is made by Beavis and Butt-head explaining the 3D technology behind the movie. The intro features the cast lining up and then being attacked by various objects in slow-motion. The movie marks the 10th anniversary of the franchise, started in 2000.",4.86121355,97224271
579,Jaws 2,1978-06-16,20000000,187884007,116.0,5.9,406,19.636044,en,"['Horror', 'Thriller']",['Universal Pictures'],"['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton', 'Joseph Mascolo', 'Jeffrey Kramer']",Jeannot Szwarc,"['Richard D. Zanuck', 'David Brown']","['mayor', 'island', 'police chief', 'sailing', 'boat accident', 'dying and death', 'panic', 'current', 'aggression by animal', 'sequel']",Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,8.39420035,167884007
14405,Beverly Hills Chihuahua,2008-10-03,20000000,149281606,91.0,4.9,209,12.25264,en,"['Adventure', 'Comedy', 'Family']",['Walt Disney Pictures'],"['Drew Barrymore', 'Piper Perabo', 'Andy García', 'George Lopez', 'Paul Rodríguez']",Raja Gosnell,[],"['dog dirt', 'chihuahua', 'pinata', 'potted plant', 'duringcreditsstinger']","A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",6.4640803,129281606
138843,The Conjuring,2013-07-18,13000000,318000141,112.0,7.4,3092,49.975409,en,"['Horror', 'Thriller']","['New Line Cinema', 'The Safran Company', 'Evergreen Media Group']","['Patrick Wilson', 'Vera Farmiga', 'Lili Taylor', 'Ron Livingston', 'Shanley Caswell']",James Wan,"['Rob Cowan', 'Peter Safran']","['sister sister relationship', 'exorcism', 'rhode island', 'based on true story', 'farmhouse', 'paranormal investigation', 'ghost', 'supernatural power', 'paranormal investigator', 'annabelle']","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",23.46154930769231,305000141
11637,Are We There Yet?,2005-01-20,32000000,97918663,95.0,5.2,221,13.590677,en,"['Adventure', 'Comedy', 'Family', 'Romance']","['Columbia Pictures', 'Revolution Studios', 'Cube Vision']","['Ice Cube', 'Nia Long', 'Aleisha Allen', 'Philip Bolden', 'Jay Mohr']",Brian Levant,"['Ice Cube', 'Dan Kolsrud']","['car journey', 'macho', 'road trip', 'children', 'pretty woman', 'trouble']","The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",2.05995821875,65918663
226486,Tammy,2014-07-02,20000000,100525432,97.0,5.0,500,21.657563,en,['Comedy'],"['New Line Cinema', 'Gary Sanchez Productions']","['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates', 'Allison Janney', 'Dan Aykroyd']",Ben Falcone,"['Will Ferrell', 'Adam McKay']",[],"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",4.0262716,80525432
1584,School of Rock,2003-10-03,35000000,131282949,108.0,6.7,1414,43.057323,en,"['Comedy', 'Music']","['Paramount Pictures', 'Scott Rudin Productions', 'Nickelodeon Movies']","['Jack Black', 'Joan Cusack', 'Mike White', 'Sarah Silverman', 'Adam Pascal']",Richard Linklater,['Scott Rudin'],"['rock and roll', 'rock', 'high school', 'music band']","Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",2.7509414,96282949
9312,Mortal Kombat,1995-08-18,18000000,122195920,101.0,5.4,442,16.470895,en,"['Action', 'Fantasy']","['New Line Cinema', 'Threshold Entertainment']","['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa', 'Bridgette Wilson']",Paul W.S. Anderson,"['Lawrence Kasanoff', 'Lauri Apelian']","['martial arts', 'monster', 'island', 'gore', 'sorcerer', 'tournament', 'violence', 'based on video game', 'hand to hand combat']","For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",5.788662222222222,104195920
12153,White Chicks,2004-06-23,37000000,113086475,109.0,6.3,679,28.703007,en,['Comedy'],"['Columbia Pictures', 'Revolution Studios', 'Wayans Bros. Entertainment']","['Shawn Wayans', 'Marlon Wayans', 'Jaime King', 'Frankie Faison', 'Maitland Ward']",Keenen Ivory Wayans,"['Marlon Wayans', 'Keenen Ivory Wayans']","['undercover', 'fbi', 'fish out of water', 'high society', 'buddy cop', 'crossdressing']","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.",2.056391216216216,76086475
65057,The Descendants,2011-09-09,20000000,177243185,115.0,6.7,934,40.903931,en,"['Comedy', 'Drama']","['Fox Searchlight Pictures', 'Dune Entertainment', 'Ad Hominem Enterprises']","['George Clooney', 'Shailene Woodley', 'Amara Miller', 'Nick Krause', 'Robert Forster']",Alexander Payne,"['Jim Taylor', 'Alexander Payne']","['hawaii', 'father-in-law', 'daughter', 'cheating wife', 'beach house', 'boating accident', 'estate', 'dying mother', 'beautiful girl', 'teenage daughter']","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",7.86215925,157243185
8326,Holes,2003-04-18,20000000,0,117.0,6.7,383,22.001408,en,"['Adventure', 'Family', 'Drama', 'Comedy']","['Walt Disney Pictures', 'Chicago Pacific Entertainment', 'Walden Media']","['Sigourney Weaver', 'Jon Voight', 'Tim Blake Nelson', 'Patricia Arquette', 'Shia LaBeouf']",Andrew Davis,"['Andrew Davis', 'Mike Medavoy']","['curse', 'suitor', 'false accusations', 'reference to annabel lee', 'digging', 'baseball player', 'mountain climbing']","Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",-1.0,-20000000
35690,The Last Song,2010-03-31,0,0,107.0,6.9,923,23.139971,en,"['Drama', 'Family', 'Romance']",['Touchstone Pictures'],"['Miley Cyrus', 'Greg Kinnear', 'Bobby Coleman', 'Liam Hemsworth', 'Hallock Beals']",Julie Anne Robinson,[],"['brother sister relationship', 'new love', 'daughter', 'summer vacation', 'woman director']","A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",,0
76203,12 Years a Slave,2013-10-18,20000000,187000000,134.0,7.9,3674,95.9229,en,"['Drama', 'History']","['Plan B Entertainment', 'Regency Enterprises', 'River Road Entertainment']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano']",Steve McQueen,"['Brad Pitt', 'Arnon Milchan']","['whip', 'kidnapping', 'slavery', 'plantation', 'night shift', 'violin player', 'physical abuse', 'cotton', 'slave owner', '19th century']","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",8.35,167000000
13497,Drumline,2002-12-13,20000000,57588485,118.0,6.2,116,4.748929,en,"['Drama', 'Romance', 'Comedy', 'Music']",['Fox 2000 Pictures'],"['Nick Cannon', 'Zoe Saldana', 'Orlando Jones', 'Leonard Roberts', 'GQ']",Charles Stone III,"['Wendy Finerman', 'Timothy M. Bourne']","['music rehearsal', 'fraternity initiation', 'television broadcast', 'white male pretending to be black', 'sorority party', 'push ups']","A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",1.87942425,37588485
35688,Why Did I Get Married Too?,2010-04-02,20000000,60072596,121.0,6.1,29,2.986286,en,"['Comedy', 'Romance']","['Lions Gate Films', 'The Tyler Perry Company']","['Tyler Perry', 'Janet Jackson', 'Jill Scott', 'Sharon Leal', 'Malik Yoba']",Tyler Perry,[],[],Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife.,2.0036298,40072596
162,Edward Scissorhands,1990-12-05,20000000,53000000,105.0,7.5,3601,47.51363,en,"['Fantasy', 'Drama', 'Romance']",['Twentieth Century Fox Film Corporation'],"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Alan Arkin', 'Anthony Michael Hall']",Tim Burton,"['Tim Burton', 'Denise Di Novi']","['underdog', 'love at first sight', 'hairdresser', 'small town', 'scissors', 'inventor', 'burglar', 'unsociability']",A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,1.65,33000000
296096,Me Before You,2016-06-02,20000000,207945075,110.0,7.6,2562,53.161905,en,"['Drama', 'Romance']","['New Line Cinema', 'Sunswept Entertainment', 'Metro-Goldwyn-Mayer (MGM)']","['Emilia Clarke', 'Sam Claflin', 'Janet McTeer', 'Charles Dance', 'Brendan Coyle']",Thea Sharrock,"['Karen Rosenfelt', 'Alison Owen']","['england', 'based on novel', 'depression', 'small town', 'wheelchair', 'caretaker', 'caregiver', 'disabled', 'twenty something', 'woman director']","A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",9.39725375,187945075
103370,Madea's Witness Protection,2012-06-29,0,0,114.0,5.9,52,7.050951,en,"['Drama', 'Comedy', 'Crime']","['Tyler Perry Company, The']","['Tyler Perry', 'Eugene Levy', 'Denise Richards', 'Doris Roberts', 'Devan Leos']",Tyler Perry,"['Paul Hall', 'Tyler Perry']",[],A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,,0
1051,The French Connection,1971-10-09,1800000,41158757,104.0,7.4,422,15.978136,en,"['Action', 'Crime', 'Thriller']","['Twentieth Century Fox Film Corporation', ""D'Antoni Productions"", 'Schine-Moore Productions']","['Gene Hackman', 'Fernando Rey', 'Roy Scheider', 'Tony Lo Bianco', 'Marcel Bozzuffi']",William Friedkin,"[""Philip D'Antoni""]","['police brutality', 'marseille', 'night life', 'attempted murder', 'drug dealer', 'drug mule', 'gangster boss', 'drug smuggle', 'undercover agent', 'hijacking of train']",Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,21.86597611111111,39358757
